"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count","domain","campaign","link_source"
"11","138691142964027","Dr. Ben & Candy Carson","We cannot fight the war against ISIS and other Radical Islamic Terrorist groups like a traditional war. We must understand and anticipate how and where our enemy is going to attack while undermining their strategic movements.",2016-01-03 18:30:00,"video","https://www.facebook.com/realbencarson/videos/575716362594834/","138691142964027_575716362594834",NA,26694,589,3939,"facebook.com",NA,NA
"12","138691142964027","Dr. Ben & Candy Carson","Thank you to the volunteers in Iowa who dropped off lawn signs at supporters' houses today. You can get a lawn sign to show your support by going to crsn.co/BCyardsigns.",2016-01-04 01:41:46,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/575858149247322/?type=3","138691142964027_575858149247322",NA,19379,277,828,"facebook.com",NA,NA
"13","138691142964027","Dr. Ben & Candy Carson","Today, I am proud to introduce my tax plan which replaces our current complicated and burdensome tax code with a true flat tax. Last year, Americans wasted more than $230 billion and spent 6 billion hours, just to prepare their taxes. My tax plan restores power back to We the People. Read my plan here: bencarson.com/issues/tax-reform",2016-01-04 15:51:47,"video","https://www.facebook.com/realbencarson/videos/576077075892096/","138691142964027_576077075892096",NA,13079,789,3963,"facebook.com",NA,NA
"14","138691142964027","Dr. Ben & Candy Carson","My plan for a simple, fair and transparent flat tax will not only eliminate the onerous burdens the IRS places on taxpayers, but it will grow the economy. Read my tax plan here: crsn.co/PrescriptionForGrowth",2016-01-04 16:59:00,"link","http://crsn.co/PrescriptionForGrowth","138691142964027_576096832556787",NA,10814,394,1520,"crsn.co",NA,NA
"15","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-05 13:30:00,"link","http://www.breitbart.com/big-government/2016/01/04/dr-ben-carson-proposes-14-9-percent-flat-tax-throw-current-tax-code/","138691142964027_576143675885436","Dr. Ben & Candy Carson shared a link.",33648,1025,3328,"breitbart.com",NA,NA
"16","138691142964027","Dr. Ben & Candy Carson","Liberty and fairness are bedrock principles of this great nation. It’s time that our tax system reflected those ideals. My plan will create a tax system that everyone can understand, replacing every loophole and tax shelter with one simple rate of 14.9 percent.

Under the Carson Flat Tax, all income, personal and corporate, will be taxed at this same rate, ensuring that no one can game the system. A Carson Administration will push Congress from day one to implement this plan to revitalize our economy through fundamental, common sense tax reform. We will take the power away from the IRS and put it back in the hands of We The People.",2016-01-04 18:45:01,"status",NA,"138691142964027_576151222551348",NA,17036,643,2595,NA,NA,NA
"17","138691142964027","Dr. Ben & Candy Carson","This morning on Fox and Friends, I presented my tax plan which will foster economic growth and prosperity for all Americans.",2016-01-04 20:45:00,"video","https://www.facebook.com/realbencarson/videos/576183695881434/","138691142964027_576183695881434",NA,24058,1004,4817,"facebook.com",NA,NA
"18","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-04 23:00:00,"link","http://www.freedomworks.org/content/ben-carson’s-tax-plan-would-make-america-more-competitive-world","138691142964027_576217302544740","Dr. Ben & Candy Carson shared a link.",15589,255,1847,"freedomworks.org",NA,NA
"19","138691142964027","Dr. Ben & Candy Carson","Thank you to all of our #Students4Carson who are tirelessly volunteering leading up to the Iowa Caucus. Join the movement today and start making a difference in your campus community. Sign up: bencarson.com/students",2016-01-05 00:43:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576235389209598/?type=3","138691142964027_576235389209598",NA,4247,134,660,"facebook.com",NA,NA
"20","138691142964027","Dr. Ben & Candy Carson","At the end of the day, the best part of this campaign is getting to share it with the people that I love.",2016-01-06 02:15:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576241309209006/?type=3","138691142964027_576241309209006",NA,31554,545,885,"facebook.com",NA,NA
"21","138691142964027","Dr. Ben & Candy Carson","A great crowd tonight with over 500 people at our Staten Island Town Hall! #BC2DC16",2016-01-05 02:55:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576292392537231/?type=3","138691142964027_576292392537231",NA,11392,179,347,"facebook.com",NA,NA
"22","138691142964027","Dr. Ben & Candy Carson","We the People have a Constitutional right to bear arms and it is the President's responsibility to uphold that right. President Obama has proposed using executive orders to circumvent Congress and asks us to trust him -- the same President who said ""if you like your doctor, you can keep your doctor"". Somehow, I doubt that he has our best interest at heart when it comes our gun rights.",2016-01-05 15:30:56,"video","https://www.facebook.com/realbencarson/videos/576492305850573/","138691142964027_576492305850573",NA,30637,1161,14793,"facebook.com",NA,NA
"23","138691142964027","Dr. Ben & Candy Carson","Any executive order President Obama signs that regulates firearms transactions will merely regulate the behavior of law abiding citizens. Criminals who commit crimes with guns will continue to operate outside of the law. These actions have everything to do with advancing the President's political agenda and little to do with actually protecting American citizens.",2016-01-05 17:42:51,"status",NA,"138691142964027_576534352513035",NA,249359,7767,87864,NA,NA,NA
"24","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-05 19:55:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576572082509262/?type=3","138691142964027_576572082509262","Dr. Ben & Candy Carson added a new photo.",15897,275,3161,"facebook.com",NA,NA
"25","138691142964027","Dr. Ben & Candy Carson","Great pic of our #Students4Carson volunteers in Iowa getting ready to talk to voters. Thank you for all of your hard work!",2016-01-05 21:59:12,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576624769170660/?type=3","138691142964027_576624769170660",NA,15878,244,765,"facebook.com",NA,NA
"26","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-06 00:11:01,"link","http://www.forbes.com/sites/danielmitchell/2016/01/05/with-a-bold-and-pure-flat-tax-ben-carson-sets-the-standard-for-pro-growth-reform/","138691142964027_576637082502762","Dr. Ben & Candy Carson shared a link.",20152,340,2105,"forbes.com",NA,NA
"27","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-06 01:30:01,"video","https://www.facebook.com/realbencarson/videos/576652735834530/","138691142964027_576652735834530",NA,4817,224,800,"facebook.com",NA,NA
"28","138691142964027","Dr. Ben & Candy Carson","I had a great time talking to students participating in the #FITN New Hampshire Primary Student Convention.",2016-01-06 14:19:24,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576900535809750/?type=3","138691142964027_576900535809750",NA,13227,252,421,"facebook.com",NA,NA
"29","138691142964027","Dr. Ben & Candy Carson","The #CarsonFlatTax will simplify our burdensome and complicated tax code and put the power back into the hands of We the People. Click here to endorse our plan: crsn.co/HelpBenReformTax",2016-01-06 17:29:22,"link","http://crsn.co/HelpBenReformTax","138691142964027_576956842470786",NA,9057,230,724,"crsn.co",NA,NA
"30","138691142964027","Dr. Ben & Candy Carson","Packed house at our We the People Town Hall in Panora, Iowa. Thanks to everyone who came out to hear our message!",2016-01-06 19:36:22,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/576990689134068/?type=3","138691142964027_576990689134068",NA,9691,169,432,"facebook.com",NA,NA
"31","138691142964027","Dr. Ben & Candy Carson","The line was out the door at our Meet n' Greet in Winterset, Iowa. Thanks to all who came to show their support! #BC2DC16",2016-01-06 20:44:09,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577011319132005/?type=3","138691142964027_577011319132005",NA,17060,286,691,"facebook.com",NA,NA
"32","138691142964027","Dr. Ben & Candy Carson","President Obama's executive actions have everything to do with advancing his political agenda and little to do with actually protecting American citizens. We must fight back.

Sign our petition today: crsn.co/StopExecutiveActionAgainstGuns",2016-01-06 22:01:16,"status",NA,"138691142964027_577028362463634",NA,4140,103,806,NA,NA,NA
"33","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-06 23:31:00,"video","https://www.facebook.com/realbencarson/videos/577032975796506/","138691142964027_577032975796506",NA,2572,83,176,"facebook.com",NA,NA
"34","138691142964027","Dr. Ben & Candy Carson","One of my favorite things while doing town halls is taking questions from the audience. This morning, I was asked how important I think it is that we as a nation protect our borders.",2016-01-07 00:45:00,"video","https://www.facebook.com/realbencarson/videos/577043812462089/","138691142964027_577043812462089",NA,8232,140,922,"facebook.com",NA,NA
"35","138691142964027","Dr. Ben & Candy Carson","Follow us on Snapchat for updates on what's happening on the campaign and check out today's story of us making our way through Iowa!",2016-01-07 03:45:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577061655793638/?type=3","138691142964027_577061655793638",NA,556,40,63,"facebook.com",NA,NA
"36","138691142964027","Dr. Ben & Candy Carson","Amazing day connecting with voters across the great state of Iowa. Started the day in West Des Moines, then headed to talk to the Des Moines Register Editorial Board, then to our town hall in Panora, next stop was a meet and greet in Winterset, and we capped the day off with this standing room only town hall in Pella pictured below.",2016-01-07 02:15:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577096039123533/?type=3","138691142964027_577096039123533",NA,9329,253,571,"facebook.com",NA,NA
"37","138691142964027","Dr. Ben & Candy Carson","Earlier this week at a town hall, I was asked to ""clarify"" my statement on whether or not a Muslim should be President. What I said then is the same as what I believe now -- a Muslim who accepts the tenets of Sharia Law is not compatible with the Constitution. I will not be silenced by a PC culture. It is the responsibility of a leader to do and say things that are right and true, even if they are not popular with the media elite.",2016-01-07 15:05:02,"video","https://www.facebook.com/realbencarson/videos/577274402439030/","138691142964027_577274402439030",NA,56362,1949,8564,"facebook.com",NA,NA
"38","138691142964027","Dr. Ben & Candy Carson","Today is a solemn anniversary, and although recent terrorism in Paris has overshadowed the violent attack on Charlie Hebdo employees and others, we should take a moment to remember those who lost their lives a year ago. The terrorist attack was more than an assault on a satirical magazine and a Jewish market, it was an attempt to destroy the very freedoms which are so deeply rooted in Western culture. That 17 people lost their lives for that freedom is a tragedy. That people across the world joined together in defiant support of liberty is a fitting legacy. 

Today’s attempted terrorist attack in Paris is a sad reminder that this fight is far from over. Leaders from around the world must work together to destroy the scourge of radical Islamic terrorism and defend liberty from all those who would oppose it. We should remember this day not just as a memorial for those who died, but as a clarion call for strength and resolve in the face of oppressive violence.",2016-01-07 17:00:43,"status",NA,"138691142964027_577316209101516",NA,10285,130,1158,NA,NA,NA
"39","138691142964027","Dr. Ben & Candy Carson","Thanks to everyone who came to our town hall in Cedar Rapids. Great group of students in attendance! #BC2DC16",2016-01-07 18:01:01,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577325942433876/?type=3","138691142964027_577325942433876",NA,9004,160,327,"facebook.com",NA,NA
"40","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-07 19:30:02,"video","https://www.facebook.com/realbencarson/videos/577337952432675/","138691142964027_577337952432675",NA,1871,52,157,"facebook.com",NA,NA
"41","138691142964027","Dr. Ben & Candy Carson","#TBT to my speech at the NRA last April. We will not submit to the secular progressives who want take away our Second Amendment rights.",2016-01-08 00:15:00,"video","https://www.facebook.com/realbencarson/videos/577349752431495/","138691142964027_577349752431495",NA,16450,261,2348,"facebook.com",NA,NA
"42","138691142964027","Dr. Ben & Candy Carson","Great crowd in Anamosa, Iowa at the National Motorcycle Museum. Thanks to everyone who came out to show their support.",2016-01-07 20:30:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577359672430503/?type=3","138691142964027_577359919097145","Dr. Ben & Candy Carson added 3 new photos.",7515,133,479,"facebook.com",NA,NA
"43","138691142964027","Dr. Ben & Candy Carson","President Obama plans to discuss his latest executive actions on gun control at a town hall tonight. The American people are sick and tired of his grandiose actions that abuse presidential authority, do nothing to solve the actual problems facing our nation, and only hurt law-abiding citizens. We have a Constitutional right in this country to keep and bear arms. Yet President Obama and his Democrat allies like Hillary Clinton continue to propose regulations and restrictions that will only keep guns out of the hands of law-abiding citizens.

This is political theater at its worst.

Americans are rightly concerned when the same man who promised that you could keep your health care now promises that you can keep your guns. We should have a lively debate in this country about how Congress can keep guns away from criminals and the mentally ill. But the President’s pandering assertions of power are counterproductive. We need a President who will stop threatening legal gun owners, and start tackling the root causes of violent crime and terrorism in this county. As President I will stand firm in protecting the Second Amendment while working with Congress to better protect the American people from any enemy, foreign or domestic.",2016-01-07 22:15:01,"status",NA,"138691142964027_577360622430408",NA,33517,1165,6733,NA,NA,NA
"44","138691142964027","Dr. Ben & Candy Carson","You can get Candy's book ""A Doctor in the House"" here: candycarsonbook.com",2016-01-08 13:32:01,"link","http://www.msnbc.com/msnbc/meet-candy-carson-woman-behind-dr-ben-carson","138691142964027_577369335762870",NA,12763,310,638,"msnbc.com",NA,NA
"45","138691142964027","Dr. Ben & Candy Carson","Amazing day on the campaign trail! We had town halls in Cedar Rapids, Anamosa, and we such a large turnout in Bettendorf that we had to hold two separate events. It was wonderful to meet with students, pastors, and voters from all walks of life throughout the state of Iowa. Thank you for your continued support. Looking forward to another great day tomorrow!",2016-01-08 04:30:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577458269087310/?type=3","138691142964027_577441329089004",NA,4194,129,436,"facebook.com",NA,NA
"46","138691142964027","Dr. Ben & Candy Carson","Planned Parenthood endorsing Hillary Clinton was completely predictable. The fact is that neither care about the sanctity of life. In contrast, I am a candidate who is and always has been 100% Pro Life and will continue to fight for the rights of the unborn.",2016-01-08 01:11:01,"status",NA,"138691142964027_577441825755621",NA,79962,1370,7252,NA,NA,NA
"47","138691142964027","Dr. Ben & Candy Carson","Hello everyone, it’s that time of night we spend with each other at the end of a very busy day. Remember to keep sending me your thoughts and questions by texting them to ASKBEN (275236 on your mobile device). 

I wanted to speak briefly about President Obama’s town hall this evening. To be clear and concise: how does his executive action prevent gun violence? Furthermore, to insinuate law-abiding gun owners do not “care” about gun violence is not only inaccurate, it is a demeaning mischaracterization and offensive.

Instead of being concerned about more firearms in the hands of individuals, who want to exercise their Constitutional right to bear arms in defense of life and liberty, perhaps we should address the evident decline in morality in our society that leads to violence.

A society that does not value life is a culture that will perpetuate death – we are one nation, under God, a body that is intended to function in unison, not against its own members. We are suffering at our own hands, dying a death by the thousands every time we focus on superficial political agendas and rhetoric rather than responsibility and relationship. The health of our great nation is dependent on our ability to focus on root causes instead of symptoms.

America is the country I love, the land you and I admire due to the countless number of families that wake up every day looking for the next opportunity to heal, inspire and revive, saying “we can do this” – and, I know We are the People who “will do this” every day into the future. I am ready and resolute to lead with you.

Goodnight,
Ben",2016-01-08 03:19:37,"status",NA,"138691142964027_577493629083774",NA,20761,1015,4395,NA,NA,NA
"48","138691142964027","Dr. Ben & Candy Carson","Today, I am proud to unveil my education plan which will provide more school choice while empowering parents and teachers. To be successful, we must take the federal bureaucracy out of education and concentrate on empowering the American people. This is the only way that We the People can have the kind of nation that was envisioned by our founders. We must #ReviveEdu. 

Read my full plan here: crsn.co/ReviveEdu",2016-01-08 15:00:00,"video","https://www.facebook.com/realbencarson/videos/577678555731948/","138691142964027_577678555731948",NA,25206,714,6394,"facebook.com",NA,NA
"49","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-08 16:30:00,"link","http://www.breitbart.com/big-government/2016/01/08/2728202/","138691142964027_577690762397394","Dr. Ben & Candy Carson shared a link.",9687,138,1024,"breitbart.com",NA,NA
"50","138691142964027","Dr. Ben & Candy Carson","The American education system is failing our children. In a 2012 study conducted by the Organization for Economic Co-operation and Development, the United States was ranked 27th out of 34 countries in mathematics. My Five Principles will help #ReviveEdu and restore American exceptionalism in our schools.

Read my full plan here: crsn.co/CarsonEdu",2016-01-08 17:30:00,"link","https://slate.adobe.com/cp/2zgJR/","138691142964027_577705089062628",NA,13589,336,2125,"slate.adobe.com",NA,NA
"51","138691142964027","Dr. Ben & Candy Carson","My newly released education plan includes these five principles which will restore American exceptionalism in our schools. 

School Choice:
I will actively support school choice programs, such as school vouchers and charter schools, so every student has the opportunity to fully realize his or her God-given potential.

Empower Parents, Teachers, Local School Districts and the States – Not Washington:
In education, as in so many endeavors, the best decisions are the ones made by those closest to the issue. I will work to directly support students, cut red tape and reduce the size and authority of the Washington educational bureaucracy.

Encourage Innovation:
Everywhere I travel, I am inspired by the creativity of educators whose ideas offer real promise for tomorrow’s students. Rather than micromanaging these educational innovators with onesize- fits-all regulations that suppress their ingenuity, we should promote innovative ideas in education.

Reward Good Teachers:
It is long past the time to give teachers the respect and the resources they deserve. Instead of an outdated system that rewards teacher tenure over performance, I will advocate for flexible block grants to the states to advance and reward teacher quality, and to develop teacher evaluation systems that focus on effectiveness in advancing student achievement.

A Simpler, Streamlined Student Loan Process:
The Department of Education needs to get out of the lending business. We need a simpler, more streamlined and transparent financial aid process that gives students and their families the kind of simple, reliable information they need to make good decisions.",2016-01-08 18:45:00,"status",NA,"138691142964027_577716539061483",NA,11292,353,2266,NA,NA,NA
"52","138691142964027","Dr. Ben & Candy Carson","Last year, Americans wasted more than $230 billion and spent 6 billion hours, just to prepare their taxes. My tax plan ensures people's financial security by putting control back into the hands of We the People. 

Read my #CarsonFlatTax plan here: crsn.co/CarsonFlatTax",2016-01-09 14:30:00,"link","http://crsn.co/CarsonFlatTax","138691142964027_577764245723379",NA,11094,237,1375,"crsn.co",NA,NA
"53","138691142964027","Dr. Ben & Candy Carson","Thank you to all of the volunteers knocking on doors and talking to voters in Iowa. #BC2DC16",2016-01-09 18:30:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577764482390022/?type=3","138691142964027_577764482390022",NA,19855,267,917,"facebook.com",NA,NA
"54","138691142964027","Dr. Ben & Candy Carson","And we know that in all things God works for the good of those who love him, who have been called according to his purpose. Romans 8:28 

Join my faith coalition by clicking here: https://www.bencarson.com/faith",2016-01-10 14:05:00,"link","https://www.bencarson.com/faith","138691142964027_577769182389552",NA,1965,73,239,"bencarson.com",NA,NA
"55","138691142964027","Dr. Ben & Candy Carson","There are people out there who want to destroy us -- unless we become serious about our border security, they are going to succeed.",2016-01-10 00:30:00,"video","https://www.facebook.com/realbencarson/videos/577770169056120/","138691142964027_577770169056120",NA,15759,208,2251,"facebook.com",NA,NA
"56","138691142964027","Dr. Ben & Candy Carson","We need a President who will stop threatening legal gun owners, and start tackling the root causes of violent crime and terrorism in this county. As President I will stand firm in protecting the Second Amendment.",2016-01-09 20:30:01,"status",NA,"138691142964027_577772412389229",NA,77779,1069,7273,NA,NA,NA
"57","138691142964027","Dr. Ben & Candy Carson","Earlier this week, I realized my Winter coat was not packed for my trip to Iowa. While in my first meeting, unbeknownst to me, my son Ben Jr. ran out to a local store to buy one for me. I even had some fun modeling my new coat for our staff.",2016-01-09 01:30:00,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577776649055472/?type=3","138691142964027_577776649055472",NA,46296,1445,1100,"facebook.com",NA,NA
"58","138691142964027","Dr. Ben & Candy Carson","We are destroying our youth's tomorrow because of today's failed economic policies.",2016-01-10 16:31:00,"video","https://www.facebook.com/realbencarson/videos/577782129054924/","138691142964027_577782129054924",NA,19009,339,3136,"facebook.com",NA,NA
"59","138691142964027","Dr. Ben & Candy Carson","My thoughts and prayers are with the family of Green Beret Staff Sgt. Matthew McClintock, who gave his life for his country earlier this week in Afghanistan. We must remember that freedom is not free and that the reason we are able to enjoy the liberties we cherish is because of people like Matthew. There are hundreds of stories that need to be told of the bravery and sacrifices of our troops and I will do my best to share them with you all. Like that of so many of America's service members, Matthew's service will not be forgotten.

""Staff Sgt. Matthew McClintock, of Des Moines, Wash., joined the Army in 2006 and served as a Special Forces engineer sergeant, the Washington National Guard said in a statement. McClintock deployed to Iraq in 2007 before being selected by the U.S. Army Special Forces School in May 2009, according to Army Times. He previously deployed to Afghanistan between August 2012 and May 2013 and left active duty for the guard in December 2014.
His most recent deployment to Afghanistan, which began in July, was with the Washington Army National Guard’s Company A, 1/19th Special Forces Group and began in July, the Guard said. 

McClintock was killed by small-arms fire Tuesday during an hourslong battle in the Marjah district of Helmand province. Two other American troops and four Afghan soldiers were injured, military officials said. The coalition conducted 12 airstrikes in the area with a variety of aircraft, including F-16 fighter jets and an AC-130 gunship, said Col. Michael Lawhorn, spokesman for Resolute Support, the military coalition’s operation in Afghanistan."" 

Full story here: http://www.stripes.com/news/green-beret-killed-in-afghanistan-was-new-father-1.387531",2016-01-08 23:45:01,"link","http://www.stripes.com/news/green-beret-killed-in-afghanistan-was-new-father-1.387531","138691142964027_577784945721309",NA,113530,6640,21317,"stripes.com",NA,NA
"60","138691142964027","Dr. Ben & Candy Carson","Pinterest is another great way to connect with the campaign. Check out our latest project: crsn.co/CarsonPrayerBox",2016-01-10 18:31:01,"link","http://crsn.co/CarsonPrayerBox","138691142964027_577787535721050",NA,4575,109,724,"crsn.co",NA,NA
"61","138691142964027","Dr. Ben & Candy Carson","We must not only be ready to defeat Radical Islamic terrorism abroad, but also acknowledge it is their intention to infiltrate and destroy us from within our own borders.

Step 5 of my ""Seven Steps to a Safer America"" plan addresses this issue. ""Congress should immediately establish a war-time emergency visa and immigration policy; establish an emergency inter-agency task force to review all visa and immigration policies; and limit visitor visas to three months with mandatory check-ins for extensions no longer than three months."" 

Read my entire ""Seven Steps to a Safer America"" plan here: crsn.co/SevenStepsToSaferAmerica",2016-01-08 20:53:55,"link","http://www.foxnews.com/us/2016/01/08/iraq-born-refugees-arrested-on-terror-charges-in-california-texas.html","138691142964027_577791892387281",NA,16275,418,3155,"foxnews.com",NA,NA
"62","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-10 21:00:00,"link","https://slate.adobe.com/cp/PeeD8/","138691142964027_577794175720386","Dr. Ben & Candy Carson shared a link.",4229,105,599,"slate.adobe.com",NA,NA
"63","138691142964027","Dr. Ben & Candy Carson",NA,2016-01-08 23:00:00,"video","https://www.facebook.com/realbencarson/videos/577799049053232/","138691142964027_577799049053232",NA,2129,82,151,"facebook.com",NA,NA
"64","138691142964027","Dr. Ben & Candy Carson","Thank you to all of our #Students4Carson volunteers tirelessly knocking doors in Iowa. Join the movement today and start making a difference in your campus community: bencarson.com/students",2016-01-10 23:29:01,"photo","https://www.facebook.com/realbencarson/photos/a.143829065783568.1073741825.138691142964027/577800772386393/?type=3","138691142964027_577800772386393",NA,11553,191,440,"facebook.com",NA,NA
